num_poliza,nombre_producto,riesgo,sexo,moneda,fecha nacimiento,fecha inicio,fecha fin,gastos_adm,monto prima,suma_asegurada
c-6701003300246,producto02,Vida grupo particular,F,PEN,1957-08-08,2021-06-09,2026-06-09,0.1,217.0,3000.0
c-6701003300247,producto02,Vida grupo particular,F,PEN,1990-01-24,2021-06-09,2026-06-09,0.1,30.0,480.0
c-6701003300253,producto02,Vida grupo particular,F,PEN,1942-12-20,2021-06-09,2027-06-09,0.1,24.0,2500.0
c-6701003300260,producto02,Vida grupo particular,F,PEN,1942-08-26,2021-06-09,2026-06-09,0.1,33.0,500.0
c-6701003300268,producto02,Vida grupo particular,F,PEN,1971-01-25,2021-06-09,2026-06-09,0.1,118.0,2600.0
c-6701003300299,producto02,Vida grupo particular,F,PEN,1967-08-28,2021-06-09,2025-03-09,0.1,35.0,845.0
c-6701003300324,producto02,Vida grupo particular,F,PEN,1954-11-15,2021-06-09,2025-06-09,0.1,133.0,3000.0
c-6701003300420,producto02,Vida grupo particular,F,PEN,1970-02-20,2021-06-09,2027-06-09,0.1,5.0,535.0
c-6701003300461,producto02,Vida grupo particular,F,PEN,1963-09-25,2021-06-09,2025-06-09,0.1,15.0,1000.0
c-6701003300514,producto02,Vida grupo particular,F,PEN,1966-12-18,2021-06-09,2026-06-09,0.1,25.0,1200.0
c-6701003300560,producto02,Vida grupo particular,F,PEN,1985-07-24,2021-06-09,2027-05-09,0.1,43.0,800.0
c-6701003300596,producto02,Vida grupo particular,F,PEN,1966-09-04,2021-06-09,2027-06-09,0.1,28.0,360.0
c-6701003300612,producto02,Vida grupo particular,F,PEN,1983-04-30,2021-06-09,2025-08-09,0.1,13.0,570.0
c-6701003300618,producto02,Vida grupo particular,F,PEN,1968-08-05,2021-06-09,2025-06-09,0.1,25.0,650.0
c-6701003300631,producto02,Vida grupo particular,F,PEN,1961-10-31,2021-06-09,2025-06-09,0.1,222.0,2520.0
c-6701003300658,producto02,Vida grupo particular,F,PEN,1962-07-16,2021-06-09,2025-06-09,0.1,44.0,1900.0
c-6701003300664,producto02,Vida grupo particular,F,PEN,1974-09-05,2021-06-09,2027-06-09,0.1,44.0,1000.0
c-6701003300695,producto02,Vida grupo particular,F,PEN,1986-12-07,2021-06-10,2025-06-10,0.1,57.0,950.0
c-6701003300701,producto02,Vida grupo particular,F,PEN,1961-05-11,2021-06-10,2025-06-10,0.1,29.0,700.0
c-6701003300710,producto02,Vida grupo particular,F,PEN,1984-02-22,2021-06-10,2027-06-10,0.1,135.0,1800.0
c-6701003300776,producto02,Vida grupo particular,F,PEN,1962-03-03,2021-06-10,2026-06-10,0.1,9.0,1600.0
c-6701003300828,producto02,Vida grupo particular,F,PEN,1973-10-08,2021-06-10,2027-06-10,0.1,21.0,560.0
c-6701003300951,producto02,Vida grupo particular,F,PEN,1967-04-21,2021-06-10,2027-06-10,0.1,30.0,800.0
c-6701003300991,producto02,Vida grupo particular,F,PEN,1964-02-16,2021-06-10,2025-06-10,0.1,36.0,600.0
c-6701003301019,producto02,Vida grupo particular,F,PEN,1959-02-23,2021-06-10,2026-06-10,0.1,49.0,1000.0
c-6701003301038,producto02,Vida grupo particular,F,PEN,1975-01-17,2021-06-10,2025-06-10,0.1,18.0,1150.0
c-6701003301041,producto02,Vida grupo particular,F,PEN,1952-03-03,2021-06-10,2026-08-10,0.1,68.0,3500.0
c-6701003301047,producto02,Vida grupo particular,F,PEN,1970-08-13,2021-06-10,2027-06-10,0.1,153.0,1850.0
c-6701003301055,producto02,Vida grupo particular,F,PEN,1964-08-22,2021-06-10,2026-06-10,0.1,15.0,1185.0
c-6701003301097,producto02,Vida grupo particular,F,PEN,1944-08-03,2021-06-10,2027-06-10,0.1,65.0,1100.0
c-6701003301150,producto02,Vida grupo particular,F,PEN,1983-07-23,2021-06-10,2026-06-10,0.1,12.0,800.0
c-6701003301155,producto02,Vida grupo particular,F,PEN,1945-05-30,2021-06-10,2027-06-10,0.1,80.0,2130.0
c-6701003301172,producto02,Vida grupo particular,F,PEN,1953-03-30,2021-06-10,2027-06-10,0.1,24.0,440.0
c-6701003301186,producto02,Vida grupo particular,F,PEN,1945-05-13,2021-06-10,2025-12-10,0.1,15.0,1360.0
c-6701003301214,producto02,Vida grupo particular,F,PEN,1994-03-03,2021-06-10,2025-06-10,0.1,36.0,650.0
c-6701003301234,producto02,Vida grupo particular,F,PEN,1962-02-14,2021-06-10,2027-06-10,0.1,24.0,1900.0
c-6701003301263,producto02,Vida grupo particular,F,PEN,1956-06-12,2021-06-10,2027-06-10,0.1,30.0,335.0
c-6701003301278,producto02,Vida grupo particular,F,PEN,1946-11-03,2021-06-11,2025-07-11,0.1,80.0,1600.0
c-6701003301281,producto02,Vida grupo particular,F,PEN,1950-12-03,2021-06-11,2027-06-11,0.1,70.0,1850.0
c-6701003301288,producto02,Vida grupo particular,F,PEN,1965-10-02,2021-06-11,2026-06-11,0.1,206.0,2500.1000000000004
c-6701003301393,producto02,Vida grupo particular,F,PEN,1970-03-30,2021-06-11,2027-06-11,0.1,10.0,1350.0
c-6701003301458,producto02,Vida grupo particular,F,PEN,1962-11-30,2021-06-11,2027-06-11,0.1,146.0,1895.0
c-6701003301547,producto02,Vida grupo particular,F,PEN,1986-10-24,2021-06-11,2025-06-11,0.1,12.0,1000.0
c-6701003301552,producto02,Vida grupo particular,F,PEN,1969-02-18,2021-06-11,2026-06-11,0.1,120.0,1485.0
c-6701003301610,producto02,Vida grupo particular,F,PEN,1991-04-26,2021-06-11,2025-06-11,0.1,64.0,1050.0
c-6701003301616,producto02,Vida grupo particular,F,PEN,1983-11-03,2021-06-11,2026-06-11,0.1,36.0,1200.0
c-6701003301633,producto02,Vida grupo particular,F,PEN,1942-05-09,2021-06-11,2026-11-11,0.1,162.0,2000.0
c-6701003301655,producto02,Vida grupo particular,F,PEN,1967-06-30,2021-06-11,2027-06-11,0.1,260.0,3000.0
c-6701003301693,producto02,Vida grupo particular,F,PEN,1959-08-29,2021-06-11,2027-06-11,0.1,90.0,1030.0
c-6701003301750,producto02,Vida grupo particular,F,PEN,1955-02-16,2021-06-11,2025-06-11,0.1,150.0,3000.0
c-6701003301859,producto02,Vida grupo particular,F,PEN,1973-09-02,2021-06-11,2027-06-11,0.1,75.0,1180.0
c-6701003301873,producto02,Vida grupo particular,F,PEN,1966-06-30,2021-06-12,2025-06-12,0.1,63.0,1850.0
c-6701003301897,producto02,Vida grupo particular,F,PEN,1964-02-14,2021-06-12,2025-06-12,0.1,113.0,1435.0
c-6701003301938,producto02,Vida grupo particular,F,PEN,1985-02-11,2021-06-12,2027-06-12,0.1,94.0,1050.0
c-6701003301996,producto02,Vida grupo particular,F,PEN,1949-06-15,2021-06-12,2027-06-12,0.1,37.0,650.0
c-6701003302057,producto02,Vida grupo particular,F,PEN,1977-10-15,2021-06-12,2027-06-12,0.1,61.0,1000.0
c-6701003302081,producto02,Vida grupo particular,F,PEN,1981-07-06,2021-06-12,2025-06-12,0.1,10.0,1050.0
c-6701003302110,producto02,Vida grupo particular,F,PEN,1960-03-01,2021-06-12,2026-06-12,0.1,92.0,1350.0
c-6701003302120,producto02,Vida grupo particular,F,PEN,1984-04-01,2021-06-12,2026-07-12,0.1,40.0,700.0
c-6701003302149,producto02,Vida grupo particular,F,PEN,1982-05-25,2021-06-12,2026-06-12,0.1,9.0,250.0
c-6701003302152,producto02,Vida grupo particular,F,PEN,1984-06-27,2021-06-12,2027-06-12,0.1,19.0,260.0
c-6701003302176,producto02,Vida grupo particular,F,PEN,1982-11-01,2021-06-12,2026-06-12,0.1,15.0,500.0
c-6701003302211,producto02,Vida grupo particular,F,PEN,1970-09-25,2021-06-14,2025-06-14,0.1,142.0,3195.0
c-6701003302222,producto02,Vida grupo particular,F,PEN,1980-10-27,2021-06-14,2026-06-14,0.1,19.0,459.99700000000007
c-6701003302228,producto02,Vida grupo particular,F,PEN,1949-12-22,2021-06-14,2026-06-14,0.1,3.0,249.9
c-6701003302231,producto02,Vida grupo particular,F,PEN,1942-03-21,2021-06-14,2027-06-14,0.1,34.0,400.0
c-6701003302263,producto02,Vida grupo particular,F,PEN,1967-10-12,2021-06-14,2026-06-14,0.1,35.0,500.0
c-6701003302289,producto02,Vida grupo particular,F,PEN,1978-03-10,2021-06-14,2025-06-14,0.1,63.0,800.0
c-6701003302422,producto02,Vida grupo particular,F,PEN,1976-06-23,2021-06-14,2025-06-14,0.1,219.0,2595.0
c-6701003302428,producto02,Vida grupo particular,F,PEN,1965-12-23,2021-06-14,2025-06-14,0.1,47.0,800.0
c-6701003302466,producto02,Vida grupo particular,F,PEN,1951-10-01,2021-06-14,2027-06-14,0.1,145.0,2770.0
c-6701003302471,producto02,Vida grupo particular,F,PEN,1958-02-01,2021-06-14,2025-06-14,0.1,43.0,1215.0
c-6701003302480,producto02,Vida grupo particular,F,PEN,1971-06-08,2021-06-14,2025-01-14,0.1,5.0,700.1
c-6701003302496,producto02,Vida grupo particular,F,PEN,1973-10-26,2021-06-14,2027-06-14,0.1,46.0,1050.0
c-6701003302503,producto02,Vida grupo particular,F,PEN,1968-09-15,2021-06-14,2024-12-14,0.1,30.0,1345.0
c-6701003302508,producto02,Vida grupo particular,F,PEN,1950-03-19,2021-06-14,2027-06-14,0.1,40.0,2695.0
c-6701003302529,producto02,Vida grupo particular,F,PEN,1984-07-06,2021-06-14,2025-06-14,0.1,31.0,1100.0
c-6701003302545,producto02,Vida grupo particular,F,PEN,1968-10-26,2021-06-14,2027-06-14,0.1,251.0,3000.0
c-6701003302589,producto02,Vida grupo particular,F,PEN,1981-05-30,2021-06-14,2027-06-14,0.1,18.0,500.0
c-6701003302625,producto02,Vida grupo particular,F,PEN,1972-04-24,2021-06-14,2025-06-14,0.1,53.0,1000.0
c-6701003302641,producto02,Vida grupo particular,F,PEN,1968-04-23,2021-06-14,2025-06-14,0.1,156.0,1850.0
c-6701003302645,producto02,Vida grupo particular,F,PEN,1967-02-10,2021-06-14,2025-06-14,0.1,90.0,2715.0
c-6701003302671,producto02,Vida grupo particular,F,PEN,1941-04-04,2021-06-14,2025-06-14,0.1,53.0,800.0
c-6701003302682,producto02,Vida grupo particular,F,PEN,1974-01-05,2021-06-14,2025-06-14,0.1,31.0,1350.0
c-6701003302684,producto02,Vida grupo particular,F,PEN,1979-12-10,2021-06-14,2027-06-14,0.1,22.0,370.0
c-6701003302687,producto02,Vida grupo particular,F,PEN,1968-05-05,2021-06-14,2025-06-14,0.1,116.0,2000.0
c-6701003302735,producto02,Vida grupo particular,F,PEN,1984-11-14,2021-06-14,2025-06-14,0.1,21.0,750.0
c-6701003302770,producto02,Vida grupo particular,F,PEN,1953-09-06,2021-06-14,2027-06-14,0.1,18.0,2000.0
c-6701003302793,producto02,Vida grupo particular,F,PEN,1966-02-19,2021-06-14,2025-06-14,0.1,121.0,1850.0
c-6701003302810,producto02,Vida grupo particular,F,PEN,1973-04-27,2021-06-14,2025-06-14,0.1,26.0,1040.0
c-6701003302855,producto02,Vida grupo particular,F,PEN,1948-07-17,2021-06-14,2027-06-14,0.1,69.0,1850.0
c-6701003302875,producto02,Vida grupo particular,F,PEN,1965-02-28,2021-06-15,2027-06-15,0.1,52.0,1050.0
c-6701003302883,producto02,Vida grupo particular,F,PEN,1956-10-24,2021-06-15,2027-06-15,0.1,205.0,2335.0
c-6701003302943,producto02,Vida grupo particular,F,PEN,1944-08-31,2021-06-15,2027-06-15,0.1,180.0,2405.0
c-6701003302971,producto02,Vida grupo particular,F,PEN,1973-12-14,2021-06-15,2025-06-15,0.1,38.0,500.0
c-6701003303063,producto02,Vida grupo particular,F,PEN,1969-12-24,2021-06-15,2027-06-15,0.1,84.0,1700.0
c-6701003303099,producto02,Vida grupo particular,F,PEN,1986-12-26,2021-06-15,2025-06-15,0.1,21.0,500.0
c-6701003303144,producto02,Vida grupo particular,F,PEN,1988-10-20,2021-06-15,2027-06-15,0.1,12.0,350.0
c-6701003303156,producto02,Vida grupo particular,F,PEN,1957-11-30,2021-06-15,2024-12-15,0.1,15.0,1655.0
c-6701003303165,producto02,Vida grupo particular,F,PEN,1949-08-10,2021-06-15,2027-06-15,0.1,60.0,3000.0
c-6701003303172,producto02,Vida grupo particular,F,PEN,1971-08-13,2021-06-15,2025-03-15,0.1,50.0,1095.0
c-6701003303178,producto02,Vida grupo particular,F,PEN,1949-10-13,2021-06-15,2027-06-15,0.1,21.0,1000.0
c-6701003303209,producto02,Vida grupo particular,F,PEN,1978-05-15,2021-06-15,2025-06-15,0.1,14.0,650.0
c-6701003303227,producto02,Vida grupo particular,F,PEN,1963-01-01,2021-06-15,2026-06-15,0.1,17.0,1100.0
c-6701003303297,producto02,Vida grupo particular,F,PEN,1960-02-09,2021-06-15,2025-06-15,0.1,78.0,1100.0
c-6701003303343,producto02,Vida grupo particular,F,PEN,1990-01-19,2021-06-15,2026-06-15,0.1,62.0,1100.1
c-6701003303416,producto02,Vida grupo particular,F,PEN,1960-08-16,2021-06-16,2026-05-16,0.1,31.0,605.0
c-6701003303421,producto02,Vida grupo particular,F,PEN,1966-05-10,2021-06-16,2025-06-16,0.1,76.0,2500.0
c-6701003303437,producto02,Vida grupo particular,F,PEN,1953-01-15,2021-06-16,2025-06-16,0.1,18.0,1200.0
c-6701003303450,producto02,Vida grupo particular,F,PEN,1970-04-16,2021-06-16,2027-06-16,0.1,8.0,1900.0
c-6701003303469,producto02,Vida grupo particular,F,PEN,1964-04-12,2021-06-16,2026-06-16,0.1,12.0,690.0
c-6701003303492,producto02,Vida grupo particular,F,PEN,1949-11-08,2021-06-16,2027-06-16,0.1,28.0,1335.0
c-6701003303503,producto02,Vida grupo particular,F,PEN,1962-07-30,2021-06-16,2027-06-16,0.1,13.0,375.0
c-6701003303518,producto02,Vida grupo particular,F,PEN,1960-06-12,2021-06-16,2025-06-16,0.1,110.0,1590.0
c-6701003303557,producto02,Vida grupo particular,F,PEN,1980-04-05,2021-06-16,2025-06-16,0.1,60.0,950.0
c-6701003303563,producto02,Vida grupo particular,F,PEN,1961-10-17,2021-06-16,2026-10-16,0.1,42.0,655.0
c-6701003303564,producto02,Vida grupo particular,F,PEN,1942-07-29,2021-06-16,2025-06-16,0.1,142.0,2395.0
c-6701003303591,producto02,Vida grupo particular,F,PEN,1979-03-10,2021-06-16,2025-02-16,0.1,33.0,500.0
c-6701003303619,producto02,Vida grupo particular,F,PEN,1977-08-13,2021-06-16,2025-06-16,0.1,45.0,900.0
c-6701003303645,producto02,Vida grupo particular,F,PEN,1961-03-14,2021-06-16,2025-06-16,0.1,71.0,1050.0
c-6701003303693,producto02,Vida grupo particular,F,PEN,1953-03-03,2021-06-16,2027-06-16,0.1,90.0,1000.0
c-6701003303736,producto02,Vida grupo particular,F,PEN,1975-08-15,2021-06-16,2025-06-16,0.1,199.0,3000.0
c-6701003303820,producto02,Vida grupo particular,F,PEN,1940-10-18,2021-06-16,2025-06-16,0.1,139.0,1800.0
c-6701003303858,producto02,Vida grupo particular,F,PEN,1953-07-11,2021-06-16,2027-06-16,0.1,12.0,320.0
c-6701003303862,producto02,Vida grupo particular,F,PEN,1949-03-13,2021-06-16,2027-04-16,0.1,72.0,1200.0
c-6701003303914,producto02,Vida grupo particular,F,PEN,1942-06-27,2021-06-17,2025-06-17,0.1,145.0,2595.0
c-6701003303945,producto02,Vida grupo particular,F,PEN,1957-10-09,2021-06-17,2027-06-17,0.1,24.0,1000.0
c-6701003303948,producto02,Vida grupo particular,F,PEN,1988-01-12,2021-06-17,2025-06-17,0.1,73.0,1700.0
c-6701003303979,producto02,Vida grupo particular,F,PEN,1975-10-11,2021-06-17,2025-06-17,0.1,51.0,1665.0
c-6701003304010,producto02,Vida grupo particular,F,PEN,1966-10-04,2021-06-17,2027-06-17,0.1,32.0,600.0
c-6701003304049,producto02,Vida grupo particular,F,PEN,1966-06-10,2021-06-17,2027-06-17,0.1,236.0,3000.0
c-6701003304052,producto02,Vida grupo particular,F,PEN,1954-08-04,2021-06-17,2026-06-17,0.1,61.0,950.0
c-6701003304060,producto02,Vida grupo particular,F,PEN,1949-06-24,2021-06-17,2025-06-17,0.1,166.0,1850.0
c-6701003304062,producto02,Vida grupo particular,F,PEN,1971-07-10,2021-06-17,2024-10-17,0.1,85.0,1360.0
c-6701003304147,producto02,Vida grupo particular,F,PEN,1953-03-04,2021-06-17,2025-06-17,0.1,122.0,2300.0
c-6701003304154,producto02,Vida grupo particular,F,PEN,1965-12-10,2021-06-17,2026-06-17,0.1,2.0,900.0
c-6701003304156,producto02,Vida grupo particular,F,PEN,1976-05-28,2021-06-17,2025-06-17,0.1,12.0,650.0
c-6701003304180,producto02,Vida grupo particular,F,PEN,1995-05-14,2021-06-17,2026-06-17,0.1,47.0,750.0
c-6701003304182,producto02,Vida grupo particular,F,PEN,1952-04-16,2021-06-17,2025-06-17,0.1,189.0,3000.0
c-6701003304194,producto02,Vida grupo particular,F,PEN,1971-07-06,2021-06-17,2027-06-17,0.1,1.0,1125.0
c-6701003304208,producto02,Vida grupo particular,F,PEN,1944-02-20,2021-06-17,2027-06-17,0.1,6.0,2670.0
c-6701003304232,producto02,Vida grupo particular,F,PEN,1940-07-22,2021-06-17,2025-06-17,0.1,30.0,800.0
c-6701003304235,producto02,Vida grupo particular,F,PEN,1987-04-01,2021-06-17,2025-06-17,0.1,64.0,720.0
c-6701003304236,producto02,Vida grupo particular,F,PEN,1945-03-10,2021-06-17,2025-06-17,0.1,11.0,700.0
c-6701003304265,producto02,Vida grupo particular,F,PEN,1971-08-18,2021-06-17,2027-06-17,0.1,76.0,1060.0
c-6701003304310,producto02,Vida grupo particular,F,PEN,1970-02-25,2021-06-17,2025-06-17,0.1,80.0,1400.0
c-6701003304356,producto02,Vida grupo particular,F,PEN,1957-12-24,2021-06-17,2027-06-17,0.1,20.0,3000.0
c-6701003304359,producto02,Vida grupo particular,F,PEN,1950-12-15,2021-06-17,2025-06-17,0.1,50.0,650.0
c-6701003304381,producto02,Vida grupo particular,F,PEN,1942-12-27,2021-06-18,2027-06-18,0.1,34.0,450.0
c-6701003304403,producto02,Vida grupo particular,F,PEN,1966-01-19,2021-06-18,2027-06-18,0.1,26.0,300.0
c-6701003304425,producto02,Vida grupo particular,F,PEN,1991-09-15,2021-06-18,2025-06-18,0.1,32.0,1100.0
c-6701003304507,producto02,Vida grupo particular,F,PEN,1974-09-12,2021-06-18,2025-06-18,0.1,30.0,800.0
c-6701003304509,producto02,Vida grupo particular,F,PEN,1954-11-18,2021-06-18,2026-06-18,0.1,53.0,1050.0
c-6701003304512,producto02,Vida grupo particular,F,PEN,1963-08-08,2021-06-18,2027-06-18,0.1,10.0,1000.0
c-6701003304576,producto02,Vida grupo particular,F,PEN,1942-02-14,2021-06-18,2027-06-18,0.1,62.0,900.0
c-6701003304607,producto02,Vida grupo particular,F,PEN,1972-03-19,2021-06-18,2027-06-18,0.1,85.0,1005.0
c-6701003304632,producto02,Vida grupo particular,F,PEN,1990-06-03,2021-06-18,2026-06-18,0.1,22.0,465.0
c-6701003304640,producto02,Vida grupo particular,F,PEN,1981-12-03,2021-06-18,2027-06-18,0.1,12.0,305.0
c-6701003304653,producto02,Vida grupo particular,F,PEN,1952-01-07,2021-06-18,2025-06-18,0.1,85.0,2035.0
c-6701003304695,producto02,Vida grupo particular,F,PEN,1971-12-24,2021-06-18,2025-06-18,0.1,59.0,1050.0
c-6701003304717,producto02,Vida grupo particular,F,PEN,1949-02-12,2021-06-18,2027-06-18,0.1,121.0,1500.0
c-6701003304721,producto02,Vida grupo particular,F,PEN,1991-09-24,2021-06-18,2027-06-18,0.1,26.0,1050.0
c-6701003304722,producto02,Vida grupo particular,F,PEN,1966-08-01,2021-06-18,2027-06-18,0.1,8.0,515.0
c-6701003304745,producto02,Vida grupo particular,F,PEN,1962-11-10,2021-06-18,2026-06-18,0.1,57.0,1400.0
c-6701003304780,producto02,Vida grupo particular,F,PEN,1948-11-22,2021-06-18,2025-06-18,0.1,5.0,600.0
c-6701003304814,producto02,Vida grupo particular,F,PEN,1954-10-22,2021-06-18,2027-06-18,0.1,14.0,700.0
c-6701003304856,producto02,Vida grupo particular,F,PEN,1961-08-10,2021-06-18,2025-06-18,0.1,95.0,1755.0
c-6701003304918,producto02,Vida grupo particular,F,PEN,1975-07-28,2021-06-19,2027-06-19,0.1,8.0,1050.0
c-6701003304935,producto02,Vida grupo particular,F,PEN,1965-04-26,2021-06-19,2025-06-19,0.1,72.0,1000.0
c-6701003304937,producto02,Vida grupo particular,F,PEN,1953-06-07,2021-06-19,2027-06-19,0.1,31.0,355.0
c-6701003304960,producto02,Vida grupo particular,F,PEN,1957-06-17,2021-06-19,2026-06-19,0.1,47.0,1850.0
c-6701003305005,producto02,Vida grupo particular,F,PEN,1953-12-02,2021-06-19,2026-06-19,0.1,,-1000.0
c-6701003305051,producto02,Vida grupo particular,F,PEN,1963-11-01,2021-06-19,2025-06-19,0.1,135.0,1755.0
c-6701003305059,producto02,Vida grupo particular,F,PEN,1957-09-08,2021-06-19,2025-06-19,0.1,45.0,1000.0
c-6701003305069,producto02,Vida grupo particular,F,PEN,1974-12-24,2021-06-19,2025-06-19,0.1,119.0,1350.0
c-6701003305133,producto02,Vida grupo particular,F,PEN,1966-02-11,2021-06-19,2025-06-19,0.1,81.0,1100.0
c-6701003305152,producto02,Vida grupo particular,F,PEN,1995-03-20,2021-06-19,2027-06-19,0.1,39.0,825.0
c-6701003305170,producto02,Vida grupo particular,F,PEN,1970-12-23,2021-06-19,2026-06-19,0.1,24.0,450.0
c-6701003305234,producto02,Vida grupo particular,F,PEN,1985-09-21,2021-06-21,2025-06-21,0.1,55.0,750.0
c-6701003305384,producto02,Vida grupo particular,F,PEN,1950-01-29,2021-06-21,2027-07-21,0.1,132.0,1850.0
c-6701003305417,producto02,Vida grupo particular,F,PEN,1954-07-01,2021-06-21,2025-06-21,0.1,150.0,2415.0
c-6701003305465,producto02,Vida grupo particular,F,PEN,1969-05-02,2021-06-21,2025-06-21,0.1,22.0,1050.0
c-6701003305492,producto02,Vida grupo particular,F,PEN,1957-12-24,2021-06-21,2026-06-21,0.1,188.0,3000.0
c-6701003305543,producto02,Vida grupo particular,F,PEN,1971-09-21,2021-06-21,2025-06-21,0.1,100.0,1425.0
c-6701003305565,producto02,Vida grupo particular,F,PEN,1948-02-10,2021-06-21,2025-06-21,0.1,50.0,1695.0
c-6701003305615,producto02,Vida grupo particular,F,PEN,1988-12-25,2021-06-21,2027-07-21,0.1,24.0,640.0
c-6701003305633,producto02,Vida grupo particular,F,PEN,1957-05-03,2021-06-21,2027-06-21,0.1,72.0,1050.0
c-6701003305653,producto02,Vida grupo particular,F,PEN,1978-12-31,2021-06-21,2027-06-21,0.1,76.0,1150.0
c-6701003305659,producto02,Vida grupo particular,F,PEN,1952-10-24,2021-06-21,2025-06-21,0.1,74.0,1300.0
c-6701003305705,producto02,Vida grupo particular,F,PEN,1985-09-22,2021-06-21,2027-06-21,0.1,7.0,810.0
c-6701003305718,producto02,Vida grupo particular,F,PEN,1974-11-25,2021-06-21,2027-06-21,0.1,9.0,315.0
c-6701003305731,producto02,Vida grupo particular,F,PEN,1979-11-14,2021-06-21,2025-06-21,0.1,10.0,1050.0
c-6701003305747,producto02,Vida grupo particular,F,PEN,1977-02-11,2021-06-22,2025-06-22,0.1,53.0,1100.0
c-6701003305771,producto02,Vida grupo particular,F,PEN,1965-08-14,2021-06-22,2025-01-22,0.1,31.0,540.0
c-6701003305801,producto02,Vida grupo particular,F,PEN,1972-10-20,2021-06-22,2027-06-22,0.1,1.0,800.0
c-6701003305861,producto02,Vida grupo particular,F,PEN,1971-08-14,2021-06-22,2026-06-22,0.1,27.0,1850.0
c-6701003305873,producto02,Vida grupo particular,F,PEN,1969-11-07,2021-06-22,2026-05-22,0.1,3.0,450.0
c-6701003305891,producto02,Vida grupo particular,F,PEN,1988-03-04,2021-06-22,2025-06-22,0.1,35.0,650.0
c-6701003305894,producto02,Vida grupo particular,F,PEN,1965-12-07,2021-06-22,2027-06-22,0.1,101.0,1380.0
c-6701003305898,producto02,Vida grupo particular,F,PEN,1967-03-27,2021-06-22,2026-06-22,0.1,42.0,1050.0
c-6701003305941,producto02,Vida grupo particular,F,PEN,1947-07-18,2021-06-22,2026-06-22,0.1,35.0,650.0
c-6701003305946,producto02,Vida grupo particular,F,PEN,1962-07-28,2021-06-22,2027-06-22,0.1,44.0,600.0
c-6701003305951,producto02,Vida grupo particular,F,PEN,1957-02-06,2021-06-22,2025-06-22,0.1,53.0,1050.0
c-6701003305954,producto02,Vida grupo particular,F,PEN,1967-08-29,2021-06-22,2026-06-22,0.1,7.0,1500.1
c-6701003305973,producto02,Vida grupo particular,F,PEN,1973-08-09,2021-06-22,2026-06-22,0.1,19.0,650.0
c-6701003305988,producto02,Vida grupo particular,F,PEN,1945-01-01,2021-06-22,2027-06-22,0.1,132.0,1660.0
c-6701003306028,producto02,Vida grupo particular,F,PEN,1965-06-16,2021-06-22,2025-06-22,0.1,11.0,500.0
c-6701003306035,producto02,Vida grupo particular,F,PEN,1960-06-27,2021-06-22,2027-06-22,0.1,141.0,1700.0
c-6701003306049,producto02,Vida grupo particular,F,PEN,1970-05-29,2021-06-22,2026-06-22,0.1,1.0,800.0
c-6701003306092,producto02,Vida grupo particular,F,PEN,1971-11-14,2021-06-22,2026-06-22,0.1,6.0,270.0
c-6701003306095,producto02,Vida grupo particular,F,PEN,1967-10-13,2021-06-22,2025-06-22,0.1,61.0,1100.0
c-6701003306099,producto02,Vida grupo particular,F,PEN,1967-12-16,2021-06-22,2027-06-22,0.1,23.0,1200.0
c-6701003306109,producto02,Vida grupo particular,F,PEN,1982-11-12,2021-06-22,2025-06-22,0.1,38.0,500.0
c-6701003306144,producto02,Vida grupo particular,F,PEN,1965-01-11,2021-06-22,2027-07-22,0.1,95.0,1350.0
c-6701003306149,producto02,Vida grupo particular,F,PEN,1955-12-06,2021-06-22,2026-06-22,0.1,6.0,300.0
c-6701003306156,producto02,Vida grupo particular,F,PEN,1962-01-07,2021-06-22,2025-06-22,0.1,72.0,2000.0
c-6701003306187,producto02,Vida grupo particular,F,PEN,1983-07-14,2021-06-22,2026-06-22,0.1,85.0,990.0
c-6701003306192,producto02,Vida grupo particular,F,PEN,1942-01-02,2021-06-22,2027-06-22,0.1,5.0,800.0
c-6701003306224,producto02,Vida grupo particular,F,PEN,1950-12-20,2021-06-22,2027-04-22,0.1,5.0,575.0
c-6701003306232,producto02,Vida grupo particular,F,PEN,1972-04-28,2021-06-22,2026-06-22,0.1,29.0,900.0
c-6701003306236,producto02,Vida grupo particular,F,PEN,1940-07-13,2021-06-22,2025-06-22,0.1,9.0,300.0
c-6701003306255,producto02,Vida grupo particular,F,PEN,1958-01-20,2021-06-23,2025-06-23,0.1,43.0,1200.0
c-6701003306263,producto02,Vida grupo particular,F,PEN,1971-06-26,2021-06-23,2027-06-23,0.1,84.0,1720.0
c-6701003306269,producto02,Vida grupo particular,F,PEN,1951-06-18,2021-06-23,2026-06-23,0.1,47.0,600.0
c-6701003306283,producto02,Vida grupo particular,F,PEN,1946-03-24,2021-06-23,2025-06-23,0.1,14.0,1850.0
c-6701003306290,producto02,Vida grupo particular,F,PEN,1950-06-13,2021-06-23,2027-06-23,0.1,15.0,1850.0
c-6701003306317,producto02,Vida grupo particular,F,PEN,1953-11-03,2021-06-23,2025-06-23,0.1,37.0,650.0
c-6701003306337,producto02,Vida grupo particular,F,PEN,1955-01-14,2021-06-23,2027-06-23,0.1,14.0,2240.0
c-6701003306372,producto02,Vida grupo particular,F,PEN,1941-04-14,2021-06-23,2024-12-23,0.1,38.0,1000.0
